10000 7500
2875 109 5405
2876 188 1329
2877 151 17877
2878 196 3153
2879 123 1446
2880 86 888
2881 176 3758
2882 162 12876
2883 105 13179
2884 51 20390
2885 191 26327
2886 178 11340
2887 95 12981
2888 97 19009
2889 110 26531
2890 33 9962
2891 151 17660
2892 179 17037
2893 56 18566
2894 133 5554
2895 115 5675
2896 82 3283
2897 128 27795
2898 182 28888
2899 181 8664
2900 101 17539
2901 55 14806
2902 182 1125
2903 114 20919
2904 173 15551
2905 33 27709
2906 145 25735
2907 128 13155
2908 60 27255
2909 160 9312
2910 177 28083
2911 50 21954
2912 29 13473
2913 76 226
2914 48 7072
2915 82 7988
2916 154 13880
2917 129 29840
2918 100 20579
2919 142 17840
2920 105 14558
2921 116 14345
2922 172 19971
2923 35 29415
2924 65 5571
2925 127 2737
2926 173 6416
2927 26 17721
2928 169 20789
2929 114 8600
2930 60 26835
2931 132 5174
2932 146 22084
2933 77 14773
2934 142 2122
2935 44 1495
2936 95 7215
2937 199 3322
2938 105 26042
2939 25 20762
2940 68 24167
2941 114 17968
2942 30 892
2943 80 26822
2944 120 23633
2945 118 2244
2946 28 11065
2947 33 20237
2948 36 18781
2949 186 22162
2950 94 20325
2951 128 20284
2952 92 22198
2953 157 1076
2954 199 2693
2955 181 26202
2956 35 21687
2957 145 3793
2958 26 26208
2959 78 26961
2960 57 25091
2961 76 29364
2962 147 12972
2963 200 9303
2964 160 7313
2965 176 5357
2966 78 1471
2967 80 7881
2968 156 25597
2969 116 18259
2970 121 7145
2971 84 1500
2972 183 11333
2973 36 4112
2974 156 18609
2975 104 10084
2976 188 276
2977 175 19854
2978 167 11751
2979 156 27703
2980 47 13323
2981 155 29404
2982 49 5051
2983 44 14813
2984 63 16240
2985 199 5287
2986 160 23882
2987 42 4918
2988 38 24781
2989 125 19106
2990 70 10100
2991 45 27089
2992 47 27692
2993 54 12678
2994 58 5154
2995 180 11208
2996 132 19790
2997 44 15973
2998 160 17895
2999 137 8190
3000 62 10207
3001 45 16573
3002 32 2966
3003 26 15654
3004 155 518
3005 79 17488
3006 194 16651
3007 184 10048
3008 46 20573
3009 157 6487
3010 150 3104
3011 87 20554
3012 198 28306
3013 38 437
3014 32 13662
3015 43 9390
3016 100 4807
3017 194 10659
3018 164 17452
3019 128 11870
3020 185 13774
3021 181 17642
3022 33 26636
3023 146 27470
3024 129 26766
3025 173 12934
3026 166 21651
3027 199 5467
3028 140 16364
3029 183 18859
3030 113 27233
3031 144 6596
3032 63 24210
3033 95 16163
3034 133 19918
3035 184 12333
3036 196 10093
3037 47 16820
3038 80 4016
3039 57 23936
3040 197 24597
3041 126 13354
3042 127 23060
3043 188 12554
3044 200 1075
3045 29 22152
3046 59 6012
3047 164 13050
3048 85 28706
3049 164 18233
3050 71 9947
3051 126 5018
3052 127 13244
3053 69 3119
3054 67 12478
3055 54 24391
3056 58 16627
3057 153 29673
3058 79 2916
3059 42 1814
3060 62 26342
3061 117 15001
3062 170 5416
3063 58 8926
3064 65 3613
3065 175 5448
3066 159 10428
3067 153 16302
3068 175 8654
3069 68 10929
3070 51 29177
3071 31 4556
3072 116 19415
3073 172 1842
3074 51 29158
3075 175 9024
3076 99 10323
3077 160 27852
3078 35 28425
3079 50 2563
3080 29 16640
3081 50 28300
3082 51 24827
3083 49 20737
3084 128 10372
3085 105 962
3086 180 19687
3087 53 1703
3088 134 22449
3089 192 14136
3090 142 13550
3091 47 17104
3092 121 23535
3093 148 15963
3094 191 4437
3095 197 6700
3096 60 2887
3097 47 24494
3098 153 2303
3099 150 13896
3100 90 23246
3101 49 4925
3102 140 3077
3103 28 4737
3104 141 16523
3105 96 17130
3106 49 18383
3107 162 6649
3108 117 8245
3109 91 16579
3110 145 23839
3111 166 10108
3112 173 10980
3113 193 13493
3114 122 26182
3115 132 2307
3116 59 18596
3117 184 8710
3118 33 20211
3119 175 23549
3120 133 8670
3121 95 25861
3122 116 27616
3123 53 15320
3124 92 7823
3125 179 24892
3126 134 7880
3127 31 17442
3128 196 22303
3129 159 8493
3130 92 28322
3131 56 14262
3132 110 735
3133 51 14942
3134 153 12769
3135 130 4029
3136 199 25520
3137 106 24842
3138 71 8750
3139 74 5346
3140 69 24764
3141 101 938
3142 171 24291
3143 147 4206
3144 57 19313
3145 147 11428
3146 59 6202
3147 177 17256
3148 144 25012
3149 125 4232
3150 156 17038
3151 44 5570
3152 182 14501
3153 196 18396
3154 75 16925
3155 54 22527
3156 160 13034
3157 96 27034
3158 165 18194
3159 48 23917
3160 187 20290
3161 185 7845
3162 99 7385
3163 52 3426
3164 116 3648
3165 177 16528
3166 69 22268
3167 153 22298
3168 137 28860
3169 30 12723
3170 144 23491
3171 105 10175
3172 116 5064
3173 97 13848
3174 145 14800
3175 141 7115
3176 41 25813
3177 167 1579
3178 37 16410
3179 196 5593
3180 33 25364
3181 128 23446
3182 183 20568
3183 55 7103
3184 156 9140
3185 169 17915
3186 158 7777
3187 66 9154
3188 64 18002
3189 193 18801
3190 185 13469
3191 67 14241
3192 185 17226
3193 179 18830
3194 91 3526
3195 190 6396
3196 97 29245
3197 41 29223
3198 60 4639
3199 126 21943
3200 171 8854
3201 154 22760
3202 95 27003
3203 129 12174
3204 84 7618
3205 182 24156
3206 118 3241
3207 196 13071
3208 186 566
3209 164 13156
3210 99 9025
3211 39 9331
3212 133 2095
3213 177 10784
3214 118 27582
3215 47 26864
3216 60 25288
3217 143 5770
3218 58 4240
3219 191 13645
3220 57 25269
3221 112 15646
3222 149 22547
3223 116 8030
3224 32 13319
3225 137 3554
3226 95 17088
3227 28 13315
3228 134 27788
3229 59 2267
3230 34 9529
3231 178 8157
3232 56 1457
3233 126 3457
3234 56 8220
3235 133 256
3236 152 1252
3237 37 21052
3238 142 27321
3239 161 23261
3240 135 20266
3241 118 22038
3242 113 16049
3243 160 2886
3244 52 12154
3245 25 15557
3246 74 16986
3247 57 2849
3248 162 13990
3249 185 6841
3250 26 6109
3251 80 14753
3252 152 29349
3253 181 13861
3254 37 11237
3255 41 20011
3256 102 10286
3257 40 15206
3258 182 23752
3259 164 16522
3260 57 5948
3261 198 3939
3262 93 2143
3263 139 24079
3264 28 2148
3265 111 21045
3266 168 20719
3267 110 21968
3268 187 17954
3269 188 29439
3270 94 19301
3271 33 7044
3272 154 7849
3273 113 8624
3274 152 16692
3275 97 20208
3276 167 3574
3277 154 21924
3278 140 13637
3279 154 4552
3280 144 29624
3281 148 391
3282 94 14097
3283 94 16760
3284 186 10890
3285 30 7592
3286 38 11999
3287 67 12479
3288 191 19587
3289 54 27798
3290 159 22598
3291 189 5269
3292 36 24855
3293 48 14591
3294 99 19545
3295 94 6978
3296 105 21090
3297 128 22214
3298 90 12430
3299 70 13588
3300 31 7875
3301 83 29860
3302 105 18517
3303 138 16071
3304 143 9792
3305 100 20733
3306 109 14577
3307 154 11264
3308 95 29545
3309 135 625
3310 106 27700
3311 186 20962
3312 61 21321
3313 111 6679
3314 126 4852
3315 178 3420
3316 159 24148
3317 39 15303
3318 112 21969
3319 134 3470
3320 136 27945
3321 83 16852
3322 49 26556
3323 140 11007
3324 140 322
3325 151 21541
3326 141 25584
3327 94 29514
3328 65 8381
3329 168 3358
3330 200 2809
3331 162 8662
3332 132 22760
3333 197 15971
3334 144 1690
3335 200 29191
3336 154 19994
3337 99 24859
3338 45 20510
3339 49 25353
3340 151 23848
3341 69 25203
3342 63 12099
3343 196 19039
3344 183 907
3345 133 16414
3346 171 11878
3347 28 7022
3348 197 25392
3349 72 2069
3350 81 25136
3351 195 3066
3352 193 17301
3353 76 14382
3354 58 16493
3355 62 4992
3356 140 2978
3357 27 12474
3358 172 7614
3359 145 11906
3360 113 6613
3361 88 24939
3362 34 29747
3363 113 12182
3364 42 1304
3365 34 28570
3366 95 21861
3367 171 24272
3368 49 5911
3369 101 29675
3370 187 24738
3371 66 15446
3372 171 17564
3373 167 19143
3374 194 12135
3375 48 16402
3376 51 5719
3377 116 26292
3378 193 13300
3379 194 13306
3380 52 22723
3381 59 23746
3382 159 13510
3383 185 6448
3384 116 3021
3385 66 878
3386 150 10787
3387 91 1825
3388 103 26945
3389 191 6232
3390 32 28366
3391 129 10530
3392 141 3972
3393 46 28605
3394 112 15295
3395 95 20931
3396 105 23785
3397 124 5304
3398 134 9045
3399 47 9417
3400 121 17872
3401 78 16175
3402 58 2968
3403 119 16064
3404 129 15317
3405 159 15344
3406 138 21279
3407 121 6822
3408 59 2694
3409 139 25226
3410 44 17337
3411 148 15061
3412 137 7183
3413 116 24767
3414 107 8466
3415 111 4644
3416 89 20829
3417 90 14050
3418 60 21520
3419 74 6412
3420 44 28760
3421 51 3221
3422 47 17628
3423 163 27993
3424 89 15469
3425 90 21013
3426 109 22077
3427 161 20277
3428 35 2788
3429 43 21838
3430 77 1930
3431 137 26645
3432 158 2
3433 78 29257
3434 73 23511
3435 109 4708
3436 199 27423
3437 176 25013
3438 82 24322
3439 101 11723
3440 102 22574
3441 71 18946
3442 66 15159
3443 159 20260
3444 146 617
3445 185 18254
3446 58 21281
3447 90 1655
3448 122 1943
3449 136 19154
3450 70 12932
3451 77 24076
3452 42 8141
3453 88 1756
3454 118 18444
3455 62 18604
3456 81 5268
3457 133 8370
3458 66 23123
3459 125 21075
3460 196 17078
3461 72 2637
3462 30 577
3463 172 5992
3464 143 17907
3465 113 4324
3466 78 1710
3467 119 17543
3468 82 23838
3469 186 25015
3470 161 21831
3471 58 6001
3472 82 3871
3473 26 23875
3474 57 12999
3475 173 3436
3476 100 6980
3477 33 21137
3478 108 23068
3479 48 16427
3480 38 4977
3481 166 18163
3482 102 25501
3483 113 29239
3484 82 7707
3485 197 14323
3486 73 14223
3487 59 2987
3488 85 11045
3489 117 27789
3490 51 866
3491 97 6822
3492 61 13649
3493 158 21753
3494 148 7790
3495 187 393
3496 182 11632
3497 115 25803
3498 52 6963
3499 57 9174
3500 165 25645
3501 192 26910
3502 147 26522
3503 32 10663
3504 38 9460
3505 76 7960
3506 77 16028
3507 117 24522
3508 116 19091
3509 74 19095
3510 184 7156
3511 199 15997
3512 75 14393
3513 63 2271
3514 179 19543
3515 76 18728
3516 187 17643
3517 157 14110
3518 156 28236
3519 92 28082
3520 151 15927
3521 161 24372
3522 90 20822
3523 133 14333
3524 80 17870
3525 107 19495
3526 41 29265
3527 43 20163
3528 81 29993
3529 121 17716
3530 39 16580
3531 67 17425
3532 102 28431
3533 198 1090
3534 114 2658
3535 155 10712
3536 96 5211
3537 83 26890
3538 56 6679
3539 30 24999
3540 172 21001
3541 101 25924
3542 145 26335
3543 31 10274
3544 175 21223
3545 189 22213
3546 163 10783
3547 78 24728
3548 69 17523
3549 49 12230
3550 28 1339
3551 149 21468
3552 158 10728
3553 125 15285
3554 198 12282
3555 52 18306
3556 58 1128
3557 109 29899
3558 111 6667
3559 132 141
3560 170 20864
3561 26 12044
3562 102 14695
3563 123 23562
3564 193 8940
3565 55 11453
3566 78 11435
3567 48 23179
3568 186 3980
3569 152 15920
3570 29 25099
3571 105 2247
3572 58 24805
3573 105 40
3574 56 25020
3575 157 5713
3576 83 5238
3577 84 232
3578 100 24526
3579 57 4852
3580 193 5935
3581 104 20095
3582 65 1927
3583 33 15883
3584 138 28088
3585 50 4871
3586 154 18730
3587 69 2116
3588 70 21965
3589 83 21357
3590 48 2335
3591 53 15570
3592 124 14824
3593 129 3855
3594 158 15945
3595 43 25518
3596 111 7714
3597 36 15599
3598 49 5237
3599 193 21898
3600 132 22338
3601 168 9214
3602 99 16588
3603 137 953
3604 48 19835
3605 61 8239
3606 162 25730
3607 40 12445
3608 65 22312
3609 148 8958
3610 56 7710
3611 164 134
3612 151 2791
3613 45 1415
3614 195 6269
3615 25 24055
3616 183 9136
3617 140 9673
3618 68 20948
3619 153 10627
3620 134 15638
3621 26 9303
3622 143 1729
3623 44 10975
3624 113 20751
3625 133 2296
3626 132 760
3627 150 20234
3628 134 7218
3629 121 24281
3630 134 4017
3631 183 12092
3632 40 27954
3633 61 8875
3634 61 15093
3635 38 12386
3636 66 27423
3637 193 24800
3638 183 26140
3639 55 29543
3640 178 2059
3641 167 21701
3642 186 23324
3643 54 19071
3644 37 16286
3645 111 14026
3646 198 8037
3647 126 3454
3648 78 586
3649 160 7594
3650 38 14533
3651 36 29112
3652 139 24372
3653 63 23810
3654 103 6037
3655 144 13752
3656 183 1542
3657 116 17264
3658 89 23737
3659 87 1757
3660 111 26037
3661 111 6676
3662 194 24604
3663 121 16415
3664 61 5161
3665 113 23570
3666 181 20340
3667 193 14352
3668 79 22944
3669 105 11573
3670 76 7864
3671 52 13427
3672 86 7127
3673 90 10622
3674 39 13376
3675 179 23589
3676 141 10865
3677 97 19838
3678 52 16745
3679 68 7008
3680 25 260
3681 89 24302
3682 31 29610
3683 101 11661
3684 65 23165
3685 169 27884
3686 156 1260
3687 102 16785
3688 26 18352
3689 55 28305
3690 135 22489
3691 29 23843
3692 161 28509
3693 184 15172
3694 158 26284
3695 27 19862
3696 71 22755
3697 27 29846
3698 36 29167
3699 26 21268
3700 35 11091
3701 120 6063
3702 54 6813
3703 135 3440
3704 180 2957
3705 136 9595
3706 61 29988
3707 165 11501
3708 169 23469
3709 136 2806
3710 128 25202
3711 35 22646
3712 157 19534
3713 179 23024
3714 180 10349
3715 172 23735
3716 103 9795
3717 45 16492
3718 103 28995
3719 51 24475
3720 184 4378
3721 173 16452
3722 54 13857
3723 57 15566
3724 101 7328
3725 139 3428
3726 58 23741
3727 130 26838
3728 50 1268
3729 45 14678
3730 40 10504
3731 84 9406
3732 98 14560
3733 114 19609
3734 122 28532
3735 59 4561
3736 166 24503
3737 77 13627
3738 159 25317
3739 32 28388
3740 28 266
3741 63 11525
3742 94 10592
3743 114 19984
3744 28 10927
3745 189 23475
3746 142 19424
3747 25 24432
3748 39 11482
3749 192 240
3750 117 28122
3751 105 25626
3752 184 2165
3753 28 13686
3754 193 21147
3755 177 12828
3756 44 20240
3757 121 21770
3758 135 21770
3759 161 19042
3760 96 16413
3761 109 478
3762 84 28101
3763 53 22522
3764 86 15300
3765 97 2298
3766 133 10265
3767 124 18748
3768 85 13527
3769 121 22613
3770 154 14506
3771 137 2437
3772 65 12497
3773 150 11927
3774 194 12310
3775 65 13314
3776 122 26189
3777 55 17261
3778 121 21403
3779 142 16574
3780 54 15247
3781 47 26474
3782 143 29498
3783 29 14292
3784 89 17653
3785 32 402
3786 86 18696
3787 190 19606
3788 128 3396
3789 165 11810
3790 177 15205
3791 139 20779
3792 153 21617
3793 31 12033
3794 179 24173
3795 118 19720
3796 179 180
3797 57 11281
3798 150 1413
3799 188 19054
3800 49 8828
3801 55 3927
3802 91 28644
3803 36 5067
3804 111 1416
3805 68 24096
3806 68 18350
3807 178 4364
3808 166 29264
3809 132 29336
3810 84 27705
3811 151 15558
3812 165 11599
3813 47 3914
3814 171 5114
3815 191 14779
3816 157 18773
3817 105 17816
3818 80 18589
3819 170 2159
3820 44 16109
3821 182 19328
3822 34 17479
3823 83 27127
3824 30 22791
3825 182 29234
3826 103 21868
3827 79 24731
3828 66 685
3829 108 29180
3830 63 27962
3831 94 26091
3832 134 9015
3833 58 16854
3834 43 19491
3835 44 310
3836 167 21617
3837 125 22760
3838 47 19680
3839 102 8540
3840 126 29051
3841 133 2964
3842 78 5268
3843 135 7087
3844 40 2690
3845 194 18102
3846 68 2928
3847 25 23737
3848 126 10802
3849 54 22248
3850 125 5953
3851 69 12243
3852 137 18546
3853 195 13015
3854 41 7592
3855 27 20694
3856 43 18383
3857 33 10264
3858 74 4055
3859 79 12306
3860 177 6320
3861 143 13748
3862 199 27303
3863 84 3892
3864 65 7130
3865 131 8397
3866 50 25048
3867 119 17003
3868 33 1993
3869 137 28169
3870 137 4275
3871 54 22579
3872 138 1574
3873 178 22659
3874 197 26544
3875 140 25077
3876 56 18075
3877 192 12110
3878 153 29011
3879 42 23481
3880 116 18492
3881 157 25574
3882 75 28868
3883 120 9835
3884 180 25296
3885 171 16796
3886 59 9568
3887 198 4932
3888 190 18568
3889 110 29474
3890 95 15258
3891 158 17974
3892 172 9725
3893 44 18708
3894 39 28789
3895 181 27579
3896 200 26769
3897 200 13523
3898 140 18431
3899 133 9200
3900 38 14064
3901 99 26000
3902 55 18073
3903 59 17476
3904 136 11225
3905 29 28102
3906 58 17850
3907 196 12517
3908 62 28863
3909 80 19013
3910 91 26116
3911 135 27634
3912 61 16094
3913 140 24872
3914 180 10865
3915 111 24601
3916 104 12770
3917 81 1262
3918 34 4235
3919 42 7481
3920 123 12038
3921 38 24644
3922 200 28009
3923 112 10165
3924 63 21088
3925 65 7225
3926 27 15767
3927 195 16439
3928 60 22366
3929 55 19087
3930 198 28085
3931 160 10861
3932 190 10640
3933 163 18047
3934 194 7212
3935 31 13037
3936 153 7461
3937 72 25488
3938 181 27544
3939 141 15044
3940 191 11181
3941 36 12185
3942 44 3478
3943 72 11511
3944 156 28990
3945 158 11777
3946 170 20637
3947 182 20632
3948 84 11112
3949 110 28853
3950 187 4205
3951 169 13923
3952 89 25921
3953 43 29837
3954 128 27767
3955 40 18446
3956 27 7148
3957 62 18598
3958 121 5605
3959 165 12820
3960 138 13410
3961 93 14372
3962 166 29938
3963 131 18025
3964 81 13680
3965 165 12075
3966 132 5118
3967 197 12252
3968 102 24463
3969 193 853
3970 125 26968
3971 74 13880
3972 59 26279
3973 149 21092
3974 148 15289
3975 159 19181
3976 162 17563
3977 168 9095
3978 52 8554
3979 103 11252
3980 114 20348
3981 102 16469
3982 129 2027
3983 169 2854
3984 177 10809
3985 50 25070
3986 56 29355
3987 93 18243
3988 137 24129
3989 174 10220
3990 82 2300
3991 145 14467
3992 111 2952
3993 98 20066
3994 74 27032
3995 110 10091
3996 171 995
3997 135 12843
3998 149 7983
3999 56 5862
4000 191 2105
4001 91 9271
4002 155 22583
4003 177 9796
4004 63 19550
4005 39 2480
4006 33 19415
4007 91 24415
4008 135 10508
4009 185 16576
4010 27 22150
4011 34 24918
4012 144 12280
4013 136 8869
4014 175 6160
4015 146 15405
4016 48 28364
4017 187 16075
4018 58 28539
4019 198 20360
4020 176 22236
4021 144 28993
4022 123 9786
4023 55 16721
4024 61 14239
4025 104 4183
4026 60 19017
4027 100 5884
4028 184 19564
4029 200 27910
4030 67 5833
4031 187 10338
4032 44 14341
4033 196 14197
4034 88 4985
4035 100 20023
4036 157 3747
4037 175 15223
4038 116 18774
4039 175 10176
4040 172 17942
4041 79 9400
4042 118 2514
4043 75 14605
4044 117 6386
4045 123 503
4046 146 2181
4047 113 29117
4048 33 26308
4049 105 12104
4050 53 24220
4051 87 28513
4052 151 21141
4053 127 17850
4054 130 28381
4055 146 19278
4056 154 25088
4057 173 5983
4058 105 20311
4059 99 2382
4060 112 15805
4061 44 21617
4062 57 26428
4063 197 10858
4064 168 10397
4065 89 380
4066 96 25087
4067 68 8934
4068 76 25330
4069 40 8845
4070 70 7513
4071 34 16383
4072 48 3150
4073 197 12904
4074 44 19303
4075 189 2859
4076 156 873
4077 163 29444
4078 28 15207
4079 181 2739
4080 187 9614
4081 166 12923
4082 84 14713
4083 168 3631
4084 66 1343
4085 68 3751
4086 31 10597
4087 61 24158
4088 187 18849
4089 46 19910
4090 192 5050
4091 137 25963
4092 42 17243
4093 86 9574
4094 122 12059
4095 80 10756
4096 64 28134
4097 54 2723
4098 182 28238
4099 186 22888
4100 68 18829
4101 198 21139
4102 169 29475
4103 168 25875
4104 155 5061
4105 161 9178
4106 87 8553
4107 156 22384
4108 171 6898
4109 189 4596
4110 36 26973
4111 64 10627
4112 42 21733
4113 61 14303
4114 154 26054
4115 46 8606
4116 138 10180
4117 200 27011
4118 142 27743
4119 125 10680
4120 44 8669
4121 42 25618
4122 45 1349
4123 73 25720
4124 142 9014
4125 35 3553
4126 58 28370
4127 91 13795
4128 31 3880
4129 73 22776
4130 165 11639
4131 45 27519
4132 66 7476
4133 137 14175
4134 75 17413
4135 142 27078
4136 186 27415
4137 127 2358
4138 84 29751
4139 149 13361
4140 164 4744
4141 106 27453
4142 97 7444
4143 135 5919
4144 115 15696
4145 127 23960
4146 30 6427
4147 46 1855
4148 55 16006
4149 117 8177
4150 82 23586
4151 126 18555
4152 145 4300
4153 25 19764
4154 90 18989
4155 156 19166
4156 172 26389
4157 178 9549
4158 97 4217
4159 35 27859
4160 48 26865
4161 130 23597
4162 148 19647
4163 51 6250
4164 60 17831
4165 34 21774
4166 192 26031
4167 48 8768
4168 114 1240
4169 27 17083
4170 61 14359
4171 160 26664
4172 195 29218
4173 140 20931
4174 178 4383
4175 30 29697
4176 87 16959
4177 69 17242
4178 38 1447
4179 139 18609
4180 53 7916
4181 54 13396
4182 146 3414
4183 156 10627
4184 165 27046
4185 102 7585
4186 116 10309
4187 161 28503
4188 126 23164
4189 129 19311
4190 114 14574
4191 119 11497
4192 197 25003
4193 138 14490
4194 121 22229
4195 34 22077
4196 200 2536
4197 57 10442
4198 69 3988
4199 132 10601
4200 33 1481
4201 162 25141
4202 198 5138
4203 163 27667
4204 197 19427
4205 154 8551
4206 153 12336
4207 39 11885
4208 35 18784
4209 174 10139
4210 28 12175
4211 32 17508
4212 110 20392
4213 101 27010
4214 115 1720
4215 115 14467
4216 169 8500
4217 175 14990
4218 173 9601
4219 152 18289
4220 156 5985
4221 31 9380
4222 41 16885
4223 72 2011
4224 61 341
4225 173 23032
4226 91 27068
4227 195 9929
4228 107 14839
4229 82 893
4230 55 20900
4231 136 26111
4232 47 1318
4233 164 19387
4234 175 107
4235 116 22650
4236 148 10866
4237 165 764
4238 95 29644
4239 142 16123
4240 120 21274
4241 58 25202
4242 158 2397
4243 50 24856
4244 187 12068
4245 189 16497
4246 79 17460
4247 39 2366
4248 97 58
4249 160 12399
4250 109 5779
4251 64 12608
4252 189 13428
4253 83 27099
4254 167 22496
4255 77 25758
4256 65 11430
4257 72 14814
4258 26 26089
4259 126 13765
4260 68 11770
4261 157 17475
4262 101 25572
4263 88 709
4264 165 24295
4265 172 8497
4266 114 859
4267 104 29422
4268 167 10826
4269 48 3709
4270 177 22444
4271 83 29794
4272 73 26778
4273 39 24051
4274 90 628
4275 79 13726
4276 181 27131
4277 120 17977
4278 134 3743
4279 70 24683
4280 157 14497
4281 35 10814
4282 115 635
4283 35 5993
4284 28 19458
4285 142 27485
4286 197 21872
4287 198 28478
4288 193 18236
4289 136 24218
4290 168 13046
4291 79 7612
4292 152 21846
4293 157 9230
4294 44 26978
4295 48 6329
4296 42 19794
4297 110 3180
4298 36 10081
4299 141 14592
4300 42 25226
4301 84 24143
4302 145 22057
4303 36 18449
4304 44 27851
4305 194 11859
4306 200 26961
4307 199 3775
4308 110 27763
4309 36 27098
4310 108 29619
4311 170 18917
4312 157 9623
4313 184 16192
4314 127 7620
4315 71 1945
4316 69 1914
4317 47 26293
4318 138 1410
4319 125 10614
4320 68 3759
4321 96 22859
4322 119 18294
4323 193 2228
4324 176 15989
4325 197 17147
4326 191 21806
4327 135 11371
4328 173 4511
4329 67 27483
4330 106 17401
4331 107 21327
4332 171 14569
4333 91 13284
4334 114 15064
4335 129 27941
4336 126 16369
4337 199 2244
4338 46 23784
4339 111 27070
4340 36 16500
4341 144 8082
4342 137 9335
4343 101 16085
4344 61 23367
4345 72 2326
4346 183 25698
4347 108 6433
4348 99 23975
4349 61 8948
4350 118 19965
4351 145 10563
4352 117 4039
4353 62 23699
4354 150 23628
4355 200 20297
4356 119 24039
4357 51 1136
4358 149 24183
4359 92 23569
4360 197 7139
4361 79 11019
4362 45 25898
4363 132 19455
4364 200 13520
4365 170 11613
4366 84 17994
4367 199 22521
4368 185 11332
4369 67 2558
4370 72 19690
4371 47 4142
4372 136 27585
4373 149 23453
4374 127 22497
4375 133 22019
4376 107 19267
4377 101 8823
4378 101 26840
4379 109 17740
4380 191 15735
4381 81 26547
4382 120 4231
4383 179 2112
4384 179 11637
4385 166 9578
4386 150 10228
4387 31 27757
4388 124 25348
4389 145 12282
4390 60 14582
4391 36 182
4392 192 13688
4393 133 1716
4394 136 26337
4395 120 3590
4396 47 7864
4397 64 15799
4398 182 25554
4399 174 10360
4400 126 5283
4401 137 21219
4402 78 16360
4403 200 29673
4404 163 16536
4405 154 12254
4406 149 22605
4407 27 11317
4408 93 4143
4409 48 29524
4410 104 15191
4411 193 18902
4412 182 15953
4413 132 11500
4414 26 5314
4415 187 25048
4416 108 852
4417 130 2458
4418 131 5241
4419 90 11621
4420 137 14084
4421 42 29245
4422 136 19012
4423 41 25684
4424 43 6297
4425 95 12690
4426 71 11024
4427 111 20893
4428 72 18995
4429 80 14833
4430 76 6954
4431 64 17607
4432 117 26146
4433 72 7719
4434 98 22194
4435 67 29514
4436 45 19564
4437 111 25668
4438 168 22023
4439 160 20786
4440 55 22910
4441 59 2510
4442 181 11417
4443 194 13612
4444 115 8497
4445 101 7422
4446 178 14676
4447 77 5959
4448 173 15092
4449 181 18559
4450 61 9368
4451 96 19913
4452 59 29534
4453 37 20210
4454 173 13284
4455 139 2579
4456 153 27173
4457 168 22830
4458 70 11193
4459 49 15352
4460 33 17589
4461 78 17843
4462 193 17802
4463 145 19437
4464 117 13829
4465 51 22882
4466 100 8771
4467 162 28479
4468 168 11078
4469 200 12564
4470 97 18739
4471 31 6906
4472 63 2934
4473 47 852
4474 135 25231
4475 196 10167
4476 124 15329
4477 81 21436
4478 66 21809
4479 32 18726
4480 78 25219
4481 63 5185
4482 45 753
4483 151 24996
4484 62 11407
4485 128 6191
4486 41 29054
4487 48 16055
4488 171 1886
4489 51 22465
4490 68 9462
4491 112 9935
4492 46 6992
4493 34 4271
4494 57 18594
4495 172 17142
4496 140 4603
4497 126 504
4498 35 8693
4499 35 23536
4500 155 9410
4501 134 26595
4502 135 25525
4503 177 23154
4504 154 12259
4505 74 878
4506 176 953
4507 52 22861
4508 81 24886
4509 35 13097
4510 79 20127
4511 150 9994
4512 81 28915
4513 105 12787
4514 143 18699
4515 90 4057
4516 117 18752
4517 195 19275
4518 108 26004
4519 196 24390
4520 62 17102
4521 59 29982
4522 46 12430
4523 98 2350
4524 123 26325
4525 142 27145
4526 43 28387
4527 186 23883
4528 94 338
4529 117 17612
4530 181 25694
4531 61 23497
4532 133 5023
4533 187 5073
4534 26 14255
4535 78 9288
4536 68 1080
4537 141 2113
4538 61 14814
4539 55 27176
4540 74 2612
4541 88 3940
4542 127 7810
4543 54 4652
4544 139 17194
4545 159 3535
4546 80 20283
4547 143 3684
4548 114 28858
4549 28 2683
4550 128 14569
4551 42 27171
4552 120 3942
4553 123 5509
4554 60 16449
4555 68 6245
4556 125 27003
4557 129 26411
4558 68 27062
4559 62 25663
4560 56 29676
4561 53 9847
4562 79 8932
4563 98 27968
4564 53 28638
4565 146 3604
4566 110 25324
4567 190 5206
4568 185 6408
4569 114 724
4570 65 13397
4571 81 18269
4572 151 29857
4573 31 27915
4574 94 28444
4575 65 17525
4576 127 29125
4577 35 7133
4578 192 17253
4579 100 22196
4580 138 18454
4581 127 5447
4582 73 26572
4583 180 25745
4584 92 21365
4585 141 8540
4586 113 9789
4587 112 27864
4588 197 24190
4589 58 12914
4590 49 25706
4591 79 9807
4592 118 4161
4593 84 2886
4594 125 4743
4595 81 13654
4596 68 27232
4597 149 19676
4598 163 6104
4599 37 9486
4600 149 18241
4601 113 14933
4602 165 27536
4603 164 20377
4604 181 14925
4605 50 3413
4606 46 16432
4607 108 11812
4608 121 6511
4609 113 24709
4610 77 22481
4611 83 4449
4612 152 3815
4613 164 19867
4614 150 15896
4615 32 20090
4616 80 6433
4617 199 14868
4618 72 522
4619 68 8397
4620 47 14886
4621 185 8780
4622 125 1380
4623 183 4613
4624 122 17991
4625 66 19143
4626 128 14036
4627 159 183
4628 82 6770
4629 57 4119
4630 162 8457
